# Shanghai International Circuit — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
0.0000,0.0572,-0.0247,0.0000,0.000,6.766,6.915,1.0000
4.9997,-4.8352,-1.0552,0.0000,0.000,6.691,6.905,1.0000
9.9995,-9.7274,-2.0865,0.0000,0.000,6.617,6.894,1.0000
14.9992,-14.6193,-3.1191,0.0000,0.000,6.543,6.884,1.0000
19.9990,-19.5109,-4.1535,0.0000,0.000,6.497,6.876,1.0000
24.9987,-24.4020,-5.1901,0.0000,0.000,6.507,6.875,1.0000
29.9985,-29.2925,-6.2296,0.0000,0.000,6.516,6.874,1.0000
34.9982,-34.1823,-7.2723,0.0000,0.000,6.526,6.873,1.0000
39.9979,-39.0713,-8.3187,0.0000,0.000,6.536,6.872,1.0000
44.9975,-43.9593,-9.3693,0.0000,0.000,6.545,6.871,1.0000
49.9971,-48.8464,-10.4239,0.0000,0.000,6.555,6.869,1.0000
54.9967,-53.7327,-11.4822,0.0000,0.000,6.564,6.868,1.0000
59.9963,-58.6182,-12.5440,0.0000,0.000,6.574,6.867,1.0000
64.9958,-63.5030,-13.6090,0.0000,0.000,6.584,6.866,1.0000
69.9953,-68.3871,-14.6771,0.0000,0.000,6.593,6.865,1.0000
74.9948,-73.2705,-15.7480,0.0000,0.000,6.603,6.863,1.0000
79.9943,-78.1534,-16.8214,0.0000,0.000,6.612,6.862,1.0000
84.9938,-83.0358,-17.8971,0.0000,0.000,6.622,6.861,1.0000
89.9933,-87.9177,-18.9748,0.0000,0.000,6.631,6.860,1.0000
94.9927,-92.7993,-20.0544,0.0000,0.000,6.641,6.859,1.0000
99.9922,-97.6804,-21.1355,0.0000,0.000,6.651,6.857,1.0000
104.9917,-102.5613,-22.2179,0.0000,0.000,6.660,6.856,1.0000
109.9911,-107.4419,-23.3014,0.0000,0.000,6.670,6.855,1.0000
114.9906,-112.3224,-24.3858,0.0000,0.000,6.679,6.854,1.0000
119.9900,-117.2027,-25.4707,0.0000,0.000,6.689,6.853,1.0000
124.9894,-122.0829,-26.5560,0.0000,0.000,6.698,6.851,1.0000
129.9889,-126.9631,-27.6414,0.0000,0.000,6.708,6.850,1.0000
134.9883,-131.8433,-28.7266,0.0000,0.000,6.718,6.849,1.0000
139.9878,-136.7236,-29.8115,0.0000,0.000,6.727,6.848,1.0000
144.9872,-141.6041,-30.8957,0.0000,0.000,6.737,6.847,1.0000
149.9866,-146.4847,-31.9791,0.0000,0.000,6.746,6.846,1.0000
154.9861,-151.3656,-33.0614,0.0000,0.000,6.756,6.844,1.0000
159.9855,-156.2468,-34.1423,0.0000,0.000,6.765,6.843,1.0000
164.9849,-161.1283,-35.2216,0.0000,0.000,6.775,6.842,1.0000
169.9844,-166.0103,-36.2991,0.0000,0.000,6.785,6.841,1.0000
174.9838,-170.8927,-37.3745,0.0000,0.000,6.794,6.840,1.0000
179.9833,-175.7756,-38.4476,0.0000,0.000,6.804,6.838,1.0000
184.9827,-180.6591,-39.5181,0.0000,0.000,6.813,6.837,1.0000
189.9822,-185.5432,-40.5858,0.0000,0.000,6.809,6.824,1.0000
194.9817,-190.4280,-41.6504,0.0000,0.000,6.801,6.808,1.0000
199.9812,-195.3136,-42.7118,0.0000,0.000,6.793,6.792,1.0000
204.9807,-200.1999,-43.7696,0.0000,0.000,6.785,6.775,1.0000
209.9802,-205.0871,-44.8236,0.0000,0.000,6.777,6.759,1.0000
214.9798,-209.9751,-45.8737,0.0000,0.000,6.769,6.742,1.0000
219.9794,-214.8639,-46.9204,0.0000,0.000,6.761,6.726,1.0000
224.9790,-219.7534,-47.9643,0.0000,0.000,6.752,6.710,1.0000
229.9787,-224.6433,-49.0059,0.0000,0.000,6.744,6.693,1.0000
234.9783,-229.5336,-50.0458,0.0000,0.000,6.736,6.677,1.0000
239.9780,-234.4242,-51.0846,0.0000,0.000,6.728,6.660,1.0000
244.9777,-239.3149,-52.1229,0.0000,0.000,6.720,6.644,1.0000
249.9773,-244.2055,-53.1613,0.0000,0.000,6.712,6.628,1.0000
254.9770,-249.0960,-54.2004,0.0000,0.000,6.704,6.611,1.0000
259.9766,-253.9862,-55.2408,0.0000,0.000,6.696,6.595,1.0000
264.9762,-258.8760,-56.2830,0.0000,0.000,6.687,6.578,1.0000
269.9758,-263.7652,-57.3276,0.0000,0.000,6.679,6.562,1.0000
274.9754,-268.6538,-58.3753,0.0000,0.000,6.671,6.546,1.0000
279.9749,-273.5415,-59.4266,0.0000,0.000,6.663,6.529,1.0000
284.9744,-278.4283,-60.4821,0.0000,0.000,6.655,6.513,1.0000
289.9739,-283.3141,-61.5424,0.0000,0.000,6.647,6.496,1.0000
294.9733,-288.1986,-62.6080,0.0000,0.000,6.639,6.480,1.0000
299.9727,-293.0818,-63.6793,0.0000,0.000,6.631,6.464,1.0000
304.9721,-297.9644,-64.7538,0.0000,0.000,6.622,6.447,1.0000
309.9714,-302.8470,-65.8279,0.0000,0.000,6.614,6.431,1.0000
314.9707,-307.7304,-66.8980,0.0000,0.000,6.606,6.414,1.0000
319.9699,-312.6154,-67.9605,0.0000,0.000,6.598,6.398,1.0000
324.9691,-317.5028,-69.0118,0.0000,0.000,6.590,6.382,1.0000
329.9684,-322.3934,-70.0484,0.0000,0.000,6.582,6.365,1.0000
334.9677,-327.2880,-71.0665,0.0000,0.000,6.574,6.349,1.0000
339.9673,-332.1873,-72.0627,0.0000,0.000,6.565,6.332,1.0000
344.9671,-337.0912,-73.0375,0.0000,0.000,6.557,6.316,1.0000
349.9673,-341.9986,-73.9961,0.0000,0.000,6.535,6.356,1.0000
354.9675,-346.9081,-74.9444,0.0000,0.000,6.511,6.406,1.0000
359.9676,-351.8184,-75.8880,0.0000,0.000,6.487,6.455,1.0000
364.9676,-356.7282,-76.8328,0.0000,0.000,6.463,6.505,1.0000
369.9671,-361.6364,-77.7845,0.0000,0.000,6.439,6.554,1.0000
374.9661,-366.5415,-78.7489,0.0000,0.000,6.415,6.603,1.0000
379.9645,-371.4422,-79.7316,0.0000,0.000,6.391,6.653,1.0000
384.9621,-376.3377,-80.7370,0.0000,0.000,6.386,6.648,1.0000
389.9595,-381.2285,-81.7637,0.0000,0.000,6.382,6.643,1.0000
394.9568,-386.1153,-82.8088,0.0000,0.000,6.378,6.638,1.0000
399.9543,-390.9989,-83.8693,0.0000,0.000,6.373,6.633,1.0000
404.9522,-395.8803,-84.9423,0.0000,0.000,6.369,6.628,1.0000
409.9508,-400.7603,-86.0251,0.0000,0.000,6.364,6.622,1.0000
414.9504,-405.6396,-87.1146,0.0000,0.000,6.360,6.617,1.0000
419.9509,-410.5192,-88.2081,0.0000,0.000,6.356,6.612,1.0000
424.9528,-415.3999,-89.3025,0.0000,0.000,6.351,6.607,1.0000
429.9558,-420.2820,-90.3956,0.0000,0.000,6.347,6.602,1.0000
434.9594,-425.1653,-91.4861,0.0000,0.000,6.343,6.597,1.0000
439.9627,-430.0492,-92.5729,0.0000,0.000,6.338,6.592,1.0000
444.9652,-434.9333,-93.6549,0.0000,0.000,6.334,6.587,1.0000
449.9662,-439.8170,-94.7312,0.0000,0.000,6.329,6.582,1.0000
454.9648,-444.6999,-95.8006,0.0000,0.000,6.325,6.577,1.0000
459.9604,-449.5815,-96.8620,0.0000,0.000,6.321,6.572,1.0000
464.9524,-454.4612,-97.9145,0.0000,0.000,6.316,6.567,1.0000
469.9405,-459.3389,-98.9583,0.0000,0.000,6.312,6.562,1.0000
474.9283,-464.2157,-100.0051,0.0000,0.000,6.308,6.556,1.0000
479.9213,-469.0935,-101.0713,0.0000,0.000,6.303,6.551,1.0000
484.9249,-473.9742,-102.1734,0.0000,0.000,6.299,6.546,1.0000
489.9447,-478.8598,-103.3265,0.0000,0.000,6.295,6.541,1.0000
494.9759,-483.7527,-104.4976,0.0000,0.000,6.290,6.536,1.0000
499.9999,-488.6564,-105.5908,0.0000,0.000,6.369,6.547,1.0000
505.0019,-493.5740,-106.5061,0.0000,0.000,6.670,6.601,1.0000
509.9779,-498.5089,-107.1437,0.0000,0.000,6.872,6.598,1.0000
514.9399,-503.4627,-107.4293,0.0000,0.000,6.831,6.457,1.0000
519.9070,-508.4296,-107.3903,0.0000,0.000,6.790,6.316,1.0000
524.8895,-513.4024,-107.0794,0.0000,0.000,6.779,6.229,1.0000
529.8888,-518.3735,-106.5493,0.0000,0.000,6.653,6.278,1.0000
534.8996,-523.3352,-105.8499,0.0000,0.000,6.333,6.531,1.0000
539.9137,-528.2753,-104.9911,0.0000,0.000,6.226,6.578,1.0000
544.9251,-533.1778,-103.9523,0.0000,0.000,6.270,6.480,1.0000
549.9304,-538.0270,-102.7120,0.0000,0.000,6.331,6.309,1.0000
554.9292,-542.8072,-101.2499,0.0000,0.000,6.324,6.201,1.0000
559.9229,-547.5061,-99.5595,0.0000,0.000,6.228,6.176,1.0000
564.9129,-552.1142,-97.6449,0.0000,0.000,6.338,6.028,1.0000
569.9004,-556.6219,-95.5106,0.0000,0.000,6.461,5.872,1.0000
574.8864,-561.0196,-93.1610,0.0000,0.000,6.373,5.957,1.0000
579.8722,-565.2978,-90.6005,0.0000,0.000,6.266,6.054,1.0000
584.8593,-569.4469,-87.8336,0.0000,0.000,6.051,6.146,1.0000
589.8490,-573.4573,-84.8647,0.0000,0.000,5.836,6.238,1.0000
594.8434,-577.3195,-81.6982,0.0000,0.000,6.214,5.878,1.0000
599.8431,-581.0213,-78.3376,0.0000,0.000,6.331,5.853,1.0000
604.8415,-584.5317,-74.7794,0.0000,0.000,6.101,6.248,1.0000
609.8328,-587.8115,-71.0169,0.0000,0.000,6.134,6.274,1.0000
614.8174,-590.8213,-67.0436,0.0000,0.000,6.443,5.918,1.0000
619.8028,-593.5223,-62.8533,0.0000,0.000,6.492,5.867,1.0000
624.7977,-595.8971,-58.4590,0.0000,0.000,6.336,6.057,1.0000
629.8018,-597.9548,-53.8976,0.0000,0.000,6.228,6.197,1.0000
634.8083,-599.7063,-49.2074,0.0000,0.000,6.337,6.108,1.0000
639.8060,-601.1624,-44.4266,0.0000,0.000,6.439,6.036,1.0000
644.7903,-602.3325,-39.5815,0.0000,0.000,6.476,6.129,1.0000
649.7683,-603.2243,-34.6842,0.0000,0.000,6.512,6.222,1.0000
654.7459,-603.8456,-29.7454,0.0000,0.000,6.456,6.218,1.0000
659.7278,-604.2038,-24.7764,0.0000,0.000,6.389,6.202,1.0000
664.7173,-604.3065,-19.7879,0.0000,0.000,6.355,6.253,1.0000
669.7163,-604.1615,-14.7911,0.0000,0.000,6.334,6.330,1.0000
674.7254,-603.7762,-9.7968,0.0000,0.000,6.357,6.341,1.0000
679.7442,-603.1584,-4.8162,0.0000,0.000,6.439,6.264,1.0000
684.7698,-602.3117,0.1376,0.0000,0.000,6.521,6.197,1.0000
689.7927,-601.2251,5.0415,0.0000,0.000,6.602,6.211,1.0000
694.8046,-599.8842,9.8707,0.0000,0.000,6.682,6.225,1.0000
699.8005,-598.2745,14.6002,0.0000,0.000,6.571,6.221,1.0000
704.7792,-596.3815,19.2050,0.0000,0.000,6.443,6.231,1.0000
709.7438,-594.1907,23.6601,0.0000,0.000,6.282,6.440,1.0000
714.7024,-591.6876,27.9405,0.0000,0.000,6.201,6.498,1.0000
719.6683,-588.8577,32.0212,0.0000,0.000,6.403,6.031,1.0000
724.6584,-585.6876,35.8749,0.0000,0.000,6.528,5.719,1.0000
729.6627,-582.1786,39.4429,0.0000,0.000,6.329,6.057,1.0000
734.6582,-578.3428,42.6431,0.0000,0.000,6.274,6.093,1.0000
739.6368,-574.1925,45.3930,0.0000,0.000,6.276,6.010,1.0000
744.6106,-569.7403,47.6103,0.0000,0.000,6.287,5.913,1.0000
749.6059,-565.0205,49.2462,0.0000,0.000,6.235,5.935,1.0000
754.6294,-560.1136,50.3222,0.0000,0.000,6.070,6.166,1.0000
759.6669,-555.1059,50.8688,0.0000,0.000,6.100,6.132,1.0000
764.6893,-550.0837,50.9163,0.0000,0.000,6.258,5.927,1.0000
769.6653,-545.1255,50.4954,0.0000,0.000,6.270,5.952,1.0000
774.6102,-540.2558,49.6364,0.0000,0.000,6.303,5.938,1.0000
779.5543,-535.4767,48.3698,0.0000,0.000,6.410,5.796,1.0000
784.5208,-530.7900,46.7262,0.0000,0.000,6.476,5.687,1.0000
789.5248,-526.1992,44.7349,0.0000,0.000,6.088,5.977,1.0000
794.5509,-521.7552,42.3871,0.0000,0.000,5.885,6.202,1.0000
799.5672,-517.5661,39.6278,0.0000,0.000,5.903,6.349,1.0000
804.5709,-513.7434,36.3991,0.0000,0.000,6.223,6.086,1.0000
809.5978,-510.3992,32.6460,0.0000,0.000,6.397,5.951,1.0000
814.6486,-507.6575,28.4041,0.0000,0.000,6.368,5.993,1.0000
819.6529,-505.6573,23.8169,0.0000,0.000,6.297,5.994,1.0000
824.5646,-504.5382,19.0343,0.0000,0.000,6.416,5.914,1.0000
829.3936,-504.4400,14.2064,0.0000,0.000,6.221,6.178,1.0000
834.2467,-505.4132,9.4518,0.0000,0.000,6.173,6.121,1.0000
839.2466,-507.1917,4.7790,0.0000,0.000,6.404,5.975,1.0000
844.3730,-509.4393,0.1716,0.0000,0.000,6.165,6.067,1.0000
849.5154,-511.8197,-4.3867,0.0000,0.000,5.925,6.158,1.0000
854.5640,-514.0411,-8.9204,0.0000,0.000,5.836,6.061,1.0000
859.5170,-515.9695,-13.4825,0.0000,0.000,5.992,5.774,1.0000
864.4141,-517.5053,-18.1326,0.0000,0.000,6.207,5.744,1.0000
869.3235,-518.5488,-22.9298,0.0000,0.000,5.937,6.291,1.0000
874.3342,-518.9993,-27.9202,0.0000,0.000,5.806,6.453,1.0000
879.3992,-518.7428,-32.9787,0.0000,0.000,5.887,6.426,1.0000
884.4044,-517.6561,-37.8645,0.0000,0.000,6.228,6.226,1.0000
889.3181,-515.6155,-42.3345,0.0000,0.000,6.158,6.390,1.0000
894.2352,-512.5198,-46.1548,0.0000,0.000,6.047,6.538,1.0000
899.2504,-508.5387,-49.2048,0.0000,0.000,5.986,6.595,1.0000
904.2887,-504.0243,-51.4420,0.0000,0.000,6.287,6.308,1.0000
909.2874,-499.2742,-52.9985,0.0000,0.000,6.260,6.201,1.0000
914.2677,-494.4755,-54.3314,0.0000,0.000,6.140,6.145,1.0000
919.2138,-489.7018,-55.6260,0.0000,0.000,6.178,6.463,1.0000
924.1563,-484.8346,-56.4850,0.0000,0.000,5.749,6.349,1.0000
929.1982,-479.7927,-56.4917,0.0000,0.000,6.523,5.778,1.0000
934.2359,-474.8531,-55.5024,0.0000,0.000,6.132,6.024,1.0000
939.1393,-470.3754,-53.5039,0.0000,0.000,5.735,6.702,1.0000
944.0284,-466.4077,-50.6472,0.0000,0.000,6.254,6.458,1.0000
948.9981,-462.8821,-47.1446,0.0000,0.000,6.265,6.493,1.0000
954.0407,-459.7304,-43.2084,0.0000,0.000,6.273,6.510,1.0000
959.0815,-456.8855,-39.0470,0.0000,0.000,6.266,6.461,1.0000
964.0763,-454.3059,-34.7699,0.0000,0.000,6.253,6.413,1.0000
969.0447,-451.9773,-30.3810,0.0000,0.000,6.168,6.375,1.0000
974.0086,-449.8866,-25.8789,0.0000,0.000,6.082,6.341,1.0000
978.9875,-448.0213,-21.2625,0.0000,0.000,5.993,6.323,1.0000
983.9873,-446.3800,-16.5399,0.0000,0.000,5.998,6.260,1.0000
989.0002,-444.9734,-11.7284,0.0000,0.000,6.147,6.127,1.0000
994.0187,-443.8125,-6.8460,0.0000,0.000,6.171,6.121,1.0000
999.0362,-442.9086,-1.9106,0.0000,0.000,6.052,6.257,1.0000
1004.0471,-442.2727,3.0598,0.0000,0.000,5.974,6.332,1.0000
1009.0473,-441.9159,8.0473,0.0000,0.000,5.983,6.273,1.0000
1014.0344,-441.8496,13.0339,0.0000,0.000,5.992,6.215,1.0000
1019.0078,-442.0847,18.0018,0.0000,0.000,6.053,6.307,1.0000
1023.9727,-442.6251,22.9372,0.0000,0.000,6.167,6.558,1.0000
1028.9441,-443.4508,27.8396,0.0000,0.000,6.039,6.448,1.0000
1033.9354,-444.5374,32.7111,0.0000,0.000,5.905,6.329,1.0000
1038.9558,-445.8605,37.5540,0.0000,0.000,6.122,6.082,1.0000
1044.0052,-447.4083,42.3604,0.0000,0.000,6.363,5.836,1.0000
1049.0294,-449.3113,47.0102,0.0000,0.000,6.219,6.131,1.0000
1053.9987,-451.7617,51.3333,0.0000,0.000,6.083,6.413,1.0000
1058.9700,-454.6524,55.3778,0.0000,0.000,5.952,6.688,1.0000
1063.9546,-457.7043,59.3188,0.0000,0.000,6.060,6.579,1.0000
1068.9435,-460.8042,63.2278,0.0000,0.000,6.167,6.470,1.0000
1073.9365,-463.9435,67.1104,0.0000,0.000,6.275,6.361,1.0000
1078.9330,-467.1155,70.9710,0.0000,0.000,6.383,6.252,1.0000
1083.9325,-470.3131,74.8142,0.0000,0.000,6.422,6.211,1.0000
1088.9343,-473.5295,78.6446,0.0000,0.000,6.413,6.217,1.0000
1093.9374,-476.7580,82.4668,0.0000,0.000,6.404,6.224,1.0000
1098.9410,-479.9915,86.2852,0.0000,0.000,6.394,6.230,1.0000
1103.9442,-483.2232,90.1045,0.0000,0.000,6.385,6.236,1.0000
1108.9460,-486.4472,93.9286,0.0000,0.000,6.376,6.243,1.0000
1113.9465,-489.6629,97.7580,0.0000,0.000,6.367,6.249,1.0000
1118.9459,-492.8715,101.5920,0.0000,0.000,6.358,6.256,1.0000
1123.9445,-496.0742,105.4298,0.0000,0.000,6.348,6.262,1.0000
1128.9426,-499.2724,109.2707,0.0000,0.000,6.339,6.268,1.0000
1133.9404,-502.4673,113.1139,0.0000,0.000,6.330,6.275,1.0000
1138.9381,-505.6602,116.9587,0.0000,0.000,6.321,6.281,1.0000
1143.9359,-508.8523,120.8044,0.0000,0.000,6.312,6.287,1.0000
1148.9342,-512.0448,124.6502,0.0000,0.000,6.302,6.294,1.0000
1153.9329,-515.2386,128.4956,0.0000,0.000,6.293,6.300,1.0000
1158.9321,-518.4337,132.3405,0.0000,0.000,6.284,6.306,1.0000
1163.9317,-521.6303,136.1847,0.0000,0.000,6.275,6.313,1.0000
1168.9316,-524.8286,140.0278,0.0000,0.000,6.266,6.319,1.0000
1173.9318,-528.0287,143.8699,0.0000,0.000,6.256,6.326,1.0000
1178.9321,-531.2307,147.7105,0.0000,0.000,6.247,6.332,1.0000
1183.9326,-534.4347,151.5497,0.0000,0.000,6.238,6.338,1.0000
1188.9332,-537.6410,155.3870,0.0000,0.000,6.229,6.345,1.0000
1193.9338,-540.8497,159.2224,0.0000,0.000,6.220,6.351,1.0000
1198.9343,-544.0609,163.0557,0.0000,0.000,6.210,6.357,1.0000
1203.9348,-547.2747,166.8866,0.0000,0.000,6.201,6.364,1.0000
1208.9351,-550.4913,170.7150,0.0000,0.000,6.192,6.370,1.0000
1213.9352,-553.7108,174.5407,0.0000,0.000,6.183,6.376,1.0000
1218.9351,-556.9335,178.3634,0.0000,0.000,6.174,6.383,1.0000
1223.9346,-560.1593,182.1829,0.0000,0.000,6.164,6.389,1.0000
1228.9337,-563.3885,185.9992,0.0000,0.000,6.155,6.395,1.0000
1233.9324,-566.6212,189.8119,0.0000,0.000,6.156,6.398,1.0000
1238.9307,-569.8576,193.6209,0.0000,0.000,6.157,6.400,1.0000
1243.9287,-573.0975,197.4265,0.0000,0.000,6.159,6.403,1.0000
1248.9264,-576.3411,201.2287,0.0000,0.000,6.160,6.405,1.0000
1253.9241,-579.5883,205.0277,0.0000,0.000,6.161,6.407,1.0000
1258.9218,-582.8392,208.8236,0.0000,0.000,6.163,6.409,1.0000
1263.9196,-586.0937,212.6165,0.0000,0.000,6.164,6.412,1.0000
1268.9176,-589.3518,216.4066,0.0000,0.000,6.165,6.414,1.0000
1273.9160,-592.6136,220.1940,0.0000,0.000,6.167,6.416,1.0000
1278.9149,-595.8791,223.9789,0.0000,0.000,6.168,6.418,1.0000
1283.9143,-599.1482,227.7614,0.0000,0.000,6.169,6.421,1.0000
1288.9144,-602.4211,231.5415,0.0000,0.000,6.171,6.423,1.0000
1293.9154,-605.6976,235.3196,0.0000,0.000,6.172,6.425,1.0000
1298.9172,-608.9778,239.0956,0.0000,0.000,6.174,6.427,1.0000
1303.9201,-612.2617,242.8698,0.0000,0.000,6.175,6.430,1.0000
1308.9240,-615.5494,246.6423,0.0000,0.000,6.176,6.432,1.0000
1313.9293,-618.8407,250.4131,0.0000,0.000,6.178,6.434,1.0000
1318.9358,-622.1357,254.1826,0.0000,0.000,6.179,6.437,1.0000
1323.9427,-625.4255,257.9570,0.0000,0.000,6.180,6.437,1.0000
1328.9455,-628.6730,261.7624,0.0000,0.000,6.181,6.312,1.0000
1333.9406,-631.8357,265.6288,0.0000,0.000,6.182,6.187,1.0000
1338.9280,-634.8712,269.5859,0.0000,0.000,6.212,6.062,1.0000
1343.9114,-637.7383,273.6621,0.0000,0.000,6.371,5.936,1.0000
1348.8928,-640.4089,277.8670,0.0000,0.000,6.589,5.913,1.0000
